id,image_url,pocket_details,fit_silhouette,season,relative_path
11888365,https://asset1.ruecdn.com/images/product/141250/1412505492_RLLDTH_1.jpg,Seam-Pocket,Slim-Fit-Pant,Spring,images/pants/11888365.jpg
11888366,https://asset1.ruecdn.com/images/product/141250/1412505491_RLLDTH_1.jpg,Seam-Pocket,Slim-Fit-Pant,Spring,images/pants/11888366.jpg
11888367,https://asset1.ruecdn.com/images/product/141250/1412505489_RLLDTH_1.jpg,Pockets,Slim-Fit-Pant,Spring,images/pants/11888367.jpg
11888399,https://asset1.ruecdn.com/images/product/141250/1412500056_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Tropical-Vacation,images/pants/11888399.jpg
11888401,https://asset1.ruecdn.com/images/product/141250/1412500048_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Spring,images/pants/11888401.jpg
11888411,https://asset1.ruecdn.com/images/product/141249/1412497158_RLLDTH_1.jpg,Slant-Pocket,Regular-Fit-Pant,Fall,images/pants/11888411.jpg
11888415,https://asset1.ruecdn.com/images/product/141249/1412497104_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11888415.jpg
11888424,https://asset1.ruecdn.com/images/product/141249/1412494711_RLLDTH_1.jpg,Slant-Pocket,Regular-Fit-Pant,Spring,images/pants/11888424.jpg
11888430,https://asset1.ruecdn.com/images/product/141248/1412489289_RLLDTH_1.jpg,Pockets,Slim-Fit-Pant,Fall,images/pants/11888430.jpg
11888511,https://asset1.ruecdn.com/images/product/141245/1412457857_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11888511.jpg
11888519,https://asset1.ruecdn.com/images/product/141244/1412448630_RLLDTH_1.jpg,Pockets,Slim-Fit-Pant,Spring,images/pants/11888519.jpg
11888546,https://asset1.ruecdn.com/images/product/141242/1412427368_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11888546.jpg
11888550,https://asset1.ruecdn.com/images/product/141242/1412427345_RLLDTH_1.jpg,Pockets,Slim-Fit-Pant,Fall,images/pants/11888550.jpg
11888573,https://asset1.ruecdn.com/images/product/141240/1412401138_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Spring,images/pants/11888573.jpg
11888667,https://asset1.ruecdn.com/images/product/141234/1412344307_RLLDTH_1.jpg,Pockets,Slim-Fit-Pant,Spring,images/pants/11888667.jpg
11888668,https://asset1.ruecdn.com/images/product/141234/1412344306_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Spring,images/pants/11888668.jpg
11888792,https://asset1.ruecdn.com/images/product/141220/1412209537_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Spring,images/pants/11888792.jpg
11888828,https://asset1.ruecdn.com/images/product/141218/1412181470_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Spring,images/pants/11888828.jpg
11888884,https://asset1.ruecdn.com/images/product/141213/1412136689_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11888884.jpg
11889043,https://asset1.ruecdn.com/images/product/141200/1412009285_RLLDTH_1.jpg,Seam-Pocket,Loose-Fit-Pant,Fall,images/pants/11889043.jpg
11889046,https://asset1.ruecdn.com/images/product/141200/1412009280_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11889046.jpg
11889047,https://asset1.ruecdn.com/images/product/141200/1412009279_RLLDTH_1.jpg,Pockets,Slim-Fit-Pant,Fall,images/pants/11889047.jpg
11889048,https://asset1.ruecdn.com/images/product/141200/1412009278_RLLDTH_1.jpg,Pockets,Slim-Fit-Pant,Fall,images/pants/11889048.jpg
11889175,https://asset1.ruecdn.com/images/product/141199/1411999473_RLLDTH_1.jpg,Flap-Pocket,Regular-Fit-Pant,Spring,images/pants/11889175.jpg
11889182,https://asset1.ruecdn.com/images/product/141199/1411999442_RLLDTH_1.jpg,Pockets,Loose-Fit-Pant,Spring,images/pants/11889182.jpg
11889917,https://asset1.ruecdn.com/images/product/141198/1411987191_RLLDTH_1.jpg,Pockets,Loose-Fit-Pant,Tropical-Vacation,images/pants/11889917.jpg
11890242,https://asset1.ruecdn.com/images/product/141198/1411982590_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Spring,images/pants/11890242.jpg
11890414,https://asset1.ruecdn.com/images/product/141198/1411980206_RLLDTH_1.jpg,Seam-Pocket,Loose-Fit-Pant,Spring,images/pants/11890414.jpg
11890665,https://asset1.ruecdn.com/images/product/141197/1411975250_RLLDTH_1.jpg,Welt-Pocket,Loose-Fit-Pant,Fall,images/pants/11890665.jpg
11890666,https://asset1.ruecdn.com/images/product/141197/1411975175_RLLDTH_1.jpg,Inner-Key-Pocket,Snug-Fit-Pant,Fall,images/pants/11890666.jpg
11890791,https://asset1.ruecdn.com/images/product/141197/1411972279_RLLDTH_1.jpg,Flap-Pocket,Regular-Fit-Pant,Spring,images/pants/11890791.jpg
11890877,https://asset1.ruecdn.com/images/product/141197/1411970344_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Fall,images/pants/11890877.jpg
11890969,https://asset1.ruecdn.com/images/product/141196/1411968389_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11890969.jpg
11891042,https://asset1.ruecdn.com/images/product/141196/1411967529_RLLDTH_1.jpg,Slant-Pocket,Regular-Fit-Pant,Tropical-Vacation,images/pants/11891042.jpg
11891087,https://asset1.ruecdn.com/images/product/141196/1411966839_RLLDTH_1.jpg,Slant-Pocket,Regular-Fit-Pant,Fall,images/pants/11891087.jpg
11891161,https://asset1.ruecdn.com/images/product/141196/1411965314_RLLDTH_1.jpg,Button-Pocket,Loose-Fit-Pant,Spring,images/pants/11891161.jpg
11891361,https://asset1.ruecdn.com/images/product/141196/1411962585_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11891361.jpg
11891365,https://asset1.ruecdn.com/images/product/141196/1411962566_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11891365.jpg
11891370,https://asset1.ruecdn.com/images/product/141196/1411962552_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Spring,images/pants/11891370.jpg
11891371,https://asset1.ruecdn.com/images/product/141196/1411962547_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Spring,images/pants/11891371.jpg
11891373,https://asset1.ruecdn.com/images/product/141196/1411962542_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Spring,images/pants/11891373.jpg
11891375,https://asset1.ruecdn.com/images/product/141196/1411962540_RLLDTH_1.jpg,Zipper-Pocket,Regular-Fit-Pant,Fall,images/pants/11891375.jpg
11891386,https://asset1.ruecdn.com/images/product/141196/1411962348_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Spring,images/pants/11891386.jpg
11891387,https://asset1.ruecdn.com/images/product/141196/1411962347_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11891387.jpg
11891675,https://asset1.ruecdn.com/images/product/141195/1411958492_RLLDTH_1.jpg,Seam-Pocket,Loose-Fit-Pant,Spring,images/pants/11891675.jpg
11891739,https://asset1.ruecdn.com/images/product/141195/1411957634_RLLDTH_1.jpg,Patch-Pocket,Regular-Fit-Pant,Spring,images/pants/11891739.jpg
11891755,https://asset1.ruecdn.com/images/product/141195/1411957576_RLLDTH_1.jpg,Seam-Pocket,Loose-Fit-Pant,Spring,images/pants/11891755.jpg
11891965,https://asset1.ruecdn.com/images/product/141195/1411954108_RLLDTH_1.jpg,Zipper-Pocket,Loose-Fit-Pant,Spring,images/pants/11891965.jpg
11892010,https://asset1.ruecdn.com/images/product/141195/1411953707_RLLDTH_1.jpg,Welt-Pocket,Regular-Fit-Pant,Spring,images/pants/11892010.jpg
11892189,https://asset1.ruecdn.com/images/product/141195/1411951180_RLLDTH_1.jpg,Traditional-Five-Pocket,Regular-Fit-Pant,Spring,images/pants/11892189.jpg
11892728,https://asset1.ruecdn.com/images/product/141194/1411944234_RLLDTH_1.jpg,Zipper-Pocket,Regular-Fit-Pant,Spring,images/pants/11892728.jpg
11892766,https://asset1.ruecdn.com/images/product/141194/1411943660_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Fall,images/pants/11892766.jpg
11892977,https://asset1.ruecdn.com/images/product/141194/1411941683_RLLDTH_1.jpg,Zipper-Pocket,Regular-Fit-Pant,Spring,images/pants/11892977.jpg
11893089,https://asset1.ruecdn.com/images/product/141193/1411939248_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Spring,images/pants/11893089.jpg
11893243,https://asset1.ruecdn.com/images/product/141193/1411937066_RLLDTH_1.jpg,Welt-Pocket,Slim-Fit-Pant,Spring,images/pants/11893243.jpg
11893488,https://asset1.ruecdn.com/images/product/141193/1411933306_RLLDTH_1.jpg,Traditional-Five-Pocket,Slim-Fit-Pant,Spring,images/pants/11893488.jpg
11893789,https://asset1.ruecdn.com/images/product/141192/1411928954_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Fall,images/pants/11893789.jpg
11893812,https://asset1.ruecdn.com/images/product/141192/1411928774_RLLDTH_1.jpg,Zipper-Pocket,Regular-Fit-Pant,Spring,images/pants/11893812.jpg
11894155,https://asset1.ruecdn.com/images/product/141192/1411922904_RLLDTH_1.jpg,Patch-Pocket,Loose-Fit-Pant,Spring,images/pants/11894155.jpg
11894157,https://asset1.ruecdn.com/images/product/141192/1411922895_RLLDTH_1.jpg,Patch-Pocket,Regular-Fit-Pant,Fall,images/pants/11894157.jpg
11894451,https://asset1.ruecdn.com/images/product/141192/1411921438_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11894451.jpg
11894511,https://asset1.ruecdn.com/images/product/141192/1411920586_RLLDTH_1.jpg,Flap-Pocket,Regular-Fit-Pant,Fall,images/pants/11894511.jpg
11894556,https://asset1.ruecdn.com/images/product/141191/1411919842_RLLDTH_1.jpg,Welt-Pocket,Regular-Fit-Pant,Spring,images/pants/11894556.jpg
11894561,https://asset1.ruecdn.com/images/product/141191/1411919773_RLLDTH_1.jpg,Zipper-Pocket,Slim-Fit-Pant,Spring,images/pants/11894561.jpg
11895172,https://asset1.ruecdn.com/images/product/141191/1411911521_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Spring,images/pants/11895172.jpg
11895210,https://asset1.ruecdn.com/images/product/141191/1411910963_RLLDTH_1.jpg,Welt-Pocket,Regular-Fit-Pant,Spring,images/pants/11895210.jpg
11895302,https://asset1.ruecdn.com/images/product/141190/1411909487_RLLDTH_1.jpg,Welt-Pocket,Regular-Fit-Pant,Spring,images/pants/11895302.jpg
11895336,https://asset1.ruecdn.com/images/product/141190/1411909181_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11895336.jpg
11895425,https://asset1.ruecdn.com/images/product/141190/1411908050_RLLDTH_1.jpg,Zipper-Pocket,Regular-Fit-Pant,Spring,images/pants/11895425.jpg
11895598,https://asset1.ruecdn.com/images/product/141190/1411905064_RLLDTH_1.jpg,Welt-Pocket,Regular-Fit-Pant,Tropical-Vacation,images/pants/11895598.jpg
11895934,https://asset1.ruecdn.com/images/product/141190/1411901159_RLLDTH_1.jpg,Patch-Pocket,Regular-Fit-Pant,Spring,images/pants/11895934.jpg
11895994,https://asset1.ruecdn.com/images/product/141189/1411899598_RLLDTH_1.jpg,Seam-Pocket,Slim-Fit-Pant,Tropical-Vacation,images/pants/11895994.jpg
11896169,https://asset1.ruecdn.com/images/product/141189/1411897253_RLLDTH_1.jpg,Traditional-Five-Pocket,Slim-Fit-Pant,Spring,images/pants/11896169.jpg
11896436,https://asset1.ruecdn.com/images/product/141189/1411893913_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11896436.jpg
11896652,https://asset1.ruecdn.com/images/product/141189/1411891307_RLLDTH_1.jpg,Zipper-Pocket,Slim-Fit-Pant,Spring,images/pants/11896652.jpg
11896683,https://asset1.ruecdn.com/images/product/141189/1411891211_RLLDTH_1.jpg,Zipper-Pocket,Regular-Fit-Pant,Spring,images/pants/11896683.jpg
11896691,https://asset1.ruecdn.com/images/product/141189/1411891162_RLLDTH_1.jpg,Zipper-Pocket,Slim-Fit-Pant,Spring,images/pants/11896691.jpg
11896692,https://asset1.ruecdn.com/images/product/141189/1411891157_RLLDTH_1.jpg,Zipper-Pocket,Regular-Fit-Pant,Spring,images/pants/11896692.jpg
11896848,https://asset1.ruecdn.com/images/product/141188/1411889582_RLLDTH_1.jpg,Seam-Pocket,Loose-Fit-Pant,Spring,images/pants/11896848.jpg
11897189,https://asset1.ruecdn.com/images/product/141188/1411883595_RLLDTH_1.jpg,Patch-Pocket,Loose-Fit-Pant,Tropical-Vacation,images/pants/11897189.jpg
11897567,https://asset1.ruecdn.com/images/product/141187/1411876466_RLLDTH_1.jpg,Zipper-Pocket,Regular-Fit-Pant,Spring,images/pants/11897567.jpg
11897827,https://asset1.ruecdn.com/images/product/141187/1411871743_RLLDTH_1.jpg,Slant-Pocket,Regular-Fit-Pant,Fall,images/pants/11897827.jpg
11897942,https://asset1.ruecdn.com/images/product/141187/1411870229_RLLDTH_1.jpg,Slant-Pocket,Regular-Fit-Pant,Spring,images/pants/11897942.jpg
11898271,https://asset1.ruecdn.com/images/product/141186/1411865975_RLLDTH_1.jpg,Zipper-Pocket,Regular-Fit-Pant,Spring,images/pants/11898271.jpg
11898273,https://asset1.ruecdn.com/images/product/141186/1411865969_RLLDTH_1.jpg,Zipper-Pocket,Regular-Fit-Pant,Spring,images/pants/11898273.jpg
11898296,https://asset1.ruecdn.com/images/product/141186/1411865717_RLLDTH_1.jpg,Traditional-Five-Pocket,Loose-Fit-Pant,Spring,images/pants/11898296.jpg
11898455,https://asset1.ruecdn.com/images/product/141186/1411862928_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Spring,images/pants/11898455.jpg
11898718,https://asset1.ruecdn.com/images/product/141185/1411858568_RLLDTH_1.jpg,Zipper-Pocket,Regular-Fit-Pant,Spring,images/pants/11898718.jpg
11899376,https://asset1.ruecdn.com/images/product/141185/1411850714_RLLDTH_1.jpg,Zipper-Pocket,Regular-Fit-Pant,Spring,images/pants/11899376.jpg
11899775,https://asset1.ruecdn.com/images/product/141184/1411845277_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11899775.jpg
11899798,https://asset1.ruecdn.com/images/product/141184/1411844948_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Spring,images/pants/11899798.jpg
11900098,https://asset1.ruecdn.com/images/product/141183/1411839280_RLLDTH_1.jpg,Welt-Pocket,Slim-Fit-Pant,Spring,images/pants/11900098.jpg
11900128,https://asset1.ruecdn.com/images/product/141183/1411838991_RLLDTH_1.jpg,Welt-Pocket,Loose-Fit-Pant,Spring,images/pants/11900128.jpg
11900348,https://asset1.ruecdn.com/images/product/141183/1411834816_RLLDTH_1.jpg,Welt-Pocket,Slim-Fit-Pant,Spring,images/pants/11900348.jpg
11900792,https://asset1.ruecdn.com/images/product/141182/1411826361_RLLDTH_1.jpg,Seam-Pocket,Loose-Fit-Pant,Fall,images/pants/11900792.jpg
11900919,https://asset1.ruecdn.com/images/product/141182/1411824168_RLLDTH_1.jpg,Zipper-Pocket,Regular-Fit-Pant,Spring,images/pants/11900919.jpg
11901091,https://asset1.ruecdn.com/images/product/141182/1411821363_RLLDTH_1.jpg,Zipper-Pocket,Slim-Fit-Pant,Spring,images/pants/11901091.jpg
11901178,https://asset1.ruecdn.com/images/product/141181/1411819958_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Tropical-Vacation,images/pants/11901178.jpg
11901936,https://asset1.ruecdn.com/images/product/141180/1411809312_RLLDTH_1.jpg,Zipper-Pocket,Slim-Fit-Pant,Spring,images/pants/11901936.jpg
11902119,https://asset1.ruecdn.com/images/product/141180/1411806896_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11902119.jpg
11902161,https://asset1.ruecdn.com/images/product/141180/1411806334_RLLDTH_1.jpg,Welt-Pocket,Regular-Fit-Pant,Spring,images/pants/11902161.jpg
11902597,https://asset1.ruecdn.com/images/product/141179/1411799635_RLLDTH_1.jpg,Patch-Pocket,Regular-Fit-Pant,Fall,images/pants/11902597.jpg
11902611,https://asset1.ruecdn.com/images/product/141179/1411799509_RLLDTH_1.jpg,Seam-Pocket,Loose-Fit-Pant,Spring,images/pants/11902611.jpg
11902871,https://asset1.ruecdn.com/images/product/141179/1411792722_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11902871.jpg
11902916,https://asset1.ruecdn.com/images/product/141179/1411791772_RLLDTH_1.jpg,Zipper-Pocket,Snug-Fit-Pant,Spring,images/pants/11902916.jpg
11903313,https://asset1.ruecdn.com/images/product/141178/1411782258_RLLDTH_1.jpg,Welt-Pocket,Regular-Fit-Pant,Spring,images/pants/11903313.jpg
11903436,https://asset1.ruecdn.com/images/product/141177/1411779431_RLLDTH_1.jpg,Zipper-Pocket,Slim-Fit-Pant,Spring,images/pants/11903436.jpg
11903630,https://asset1.ruecdn.com/images/product/141177/1411776416_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Spring,images/pants/11903630.jpg
11903631,https://asset1.ruecdn.com/images/product/141177/1411776415_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Spring,images/pants/11903631.jpg
11904066,https://asset1.ruecdn.com/images/product/141176/1411768118_RLLDTH_1.jpg,Slant-Pocket,Regular-Fit-Pant,Fall,images/pants/11904066.jpg
11904629,https://asset1.ruecdn.com/images/product/141175/1411758534_RLLDTH_1.jpg,Zipper-Pocket,Slim-Fit-Pant,Spring,images/pants/11904629.jpg
11904734,https://asset1.ruecdn.com/images/product/141175/1411757026_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11904734.jpg
11904958,https://asset1.ruecdn.com/images/product/141175/1411752204_RLLDTH_1.jpg,Patch-Pocket,Slim-Fit-Pant,Fall,images/pants/11904958.jpg
11905052,https://asset1.ruecdn.com/images/product/141174/1411749758_RLLDTH_1.jpg,Seam-Pocket,Regular-Fit-Pant,Fall,images/pants/11905052.jpg
11905116,https://asset1.ruecdn.com/images/product/141174/1411748281_RLLDTH_1.jpg,Welt-Pocket,Snug-Fit-Pant,Spring,images/pants/11905116.jpg
11905283,https://asset1.ruecdn.com/images/product/141174/1411744917_RLLDTH_1.jpg,Zipper-Pocket,Slim-Fit-Pant,Spring,images/pants/11905283.jpg
11905797,https://asset1.ruecdn.com/images/product/141173/1411736624_RLLDTH_1.jpg,Welt-Pocket,Regular-Fit-Pant,Fall,images/pants/11905797.jpg
11906058,https://asset1.ruecdn.com/images/product/141173/1411730679_RLLDTH_1.jpg,Flap-Pocket,Regular-Fit-Pant,Spring,images/pants/11906058.jpg
11906659,https://asset1.ruecdn.com/images/product/141171/1411717845_RLLDTH_1.jpg,Zipper-Pocket,Regular-Fit-Pant,Spring,images/pants/11906659.jpg
11906838,https://asset1.ruecdn.com/images/product/141171/1411714797_RLLDTH_1.jpg,Welt-Pocket,Loose-Fit-Pant,Spring,images/pants/11906838.jpg
11906940,https://asset1.ruecdn.com/images/product/141171/1411712761_RLLDTH_1.jpg,Pockets,Snug-Fit-Pant,Fall,images/pants/11906940.jpg
11907677,https://asset1.ruecdn.com/images/product/141169/1411696868_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11907677.jpg
11907691,https://asset1.ruecdn.com/images/product/141169/1411696702_RLLDTH_1.jpg,Welt-Pocket,Regular-Fit-Pant,Fall,images/pants/11907691.jpg
11907698,https://asset1.ruecdn.com/images/product/141169/1411696666_RLLDTH_1.jpg,Pockets,Regular-Fit-Pant,Fall,images/pants/11907698.jpg
11907874,https://asset1.ruecdn.com/images/product/141169/1411693186_RLLDTH_1.jpg,Zipper-Pocket,Loose-Fit-Pant,Spring,images/pants/11907874.jpg
